,Label,Edit,CommentCount,BodyLength,Reputation,Views,UpVotes,DownVotes,InlineCode,BlockCode,BlockCodeLine,Hyperlink
2015,0,0,0,122,118,88,2,0,1,1,10,0
2016,1,1,6,34,15706,1209,461,31,0,1,13,0
2017,0,0,1,84,144,32,17,0,0,2,23,0
2018,0,0,1,124,39,20,43,0,0,2,22,0
2019,0,0,1,15,10031,541,1625,24,1,0,0,0
2020,1,0,2,111,7612,1052,912,171,0,2,20,0
2021,1,1,1,196,2313,268,116,0,1,1,59,0
2022,0,0,1,59,6892,671,83,2,1,1,14,0
2023,1,0,1,70,3276,432,1384,197,0,2,4,1
2024,0,1,7,30,401,64,17,2,0,1,14,0
2025,1,1,2,84,26200,1817,485,81,2,2,20,0
2026,0,0,0,41,12353,914,497,11,0,0,0,1
2027,1,0,1,19,208,4,2,0,0,0,0,1
2028,1,0,0,10,89357,5141,1155,684,1,1,1,0
2029,0,0,0,20,337,29,234,18,0,0,0,1
2030,1,0,2,22,2231,189,56,0,0,2,8,0
2031,0,0,4,91,25,6,1,0,1,0,0,0
2032,1,0,2,78,118,88,2,0,2,1,15,0
2033,1,1,2,123,118,9,6,0,0,0,0,3
2034,0,0,3,104,5982,523,87,106,0,0,0,2
2035,0,0,4,162,1902,61,269,18,1,0,0,4
2036,1,0,0,36,380,32,9,5,0,1,5,0
2037,1,1,5,259,67907,5948,1966,35,2,6,58,2
2038,1,1,0,70,15706,1209,461,31,0,2,19,0
2039,1,0,3,159,312807,41861,16628,2518,6,3,20,4
2040,1,0,0,31,97011,7252,3074,0,4,0,0,0
2041,1,1,1,241,13643,1187,1955,221,9,6,10,3
2042,0,0,8,366,1388,170,17,28,0,0,0,0
2043,1,0,2,103,475,42,15,13,1,0,0,0
2044,0,0,0,133,2687,637,4183,9,0,0,0,1
2045,1,0,0,48,106,4,1,0,2,0,0,0
2046,1,1,0,134,383179,20227,18330,5892,14,1,10,0
2047,0,0,1,146,115569,21633,5939,4777,1,2,28,2
2048,1,0,6,91,26200,1817,485,81,3,1,22,0
2049,1,0,0,118,73334,11444,3431,30,4,2,6,2
2050,1,1,0,65,91141,11338,3288,11140,7,1,1,2
2051,1,1,0,53,23982,1103,8,2,0,1,2,0
2052,0,0,1,78,46670,2485,4987,814,2,1,13,0
2053,0,0,0,46,444,38,28,5,0,1,13,0
2054,0,0,0,32,26200,1817,485,81,1,1,5,0
2055,1,0,1,31,401,64,17,2,0,1,14,0
2056,1,0,2,126,61,3,2,0,3,2,5,1
2057,0,0,3,51,659,135,68,8,0,0,0,1
2058,0,0,0,128,9168,528,770,714,0,0,0,2
2059,1,1,0,84,1663,125,65,6,0,0,0,0
2060,0,1,0,311,207539,29008,21572,5694,0,0,0,14
2061,1,1,0,187,230,28,3,0,16,0,0,0
2062,0,0,0,117,144,32,17,0,0,1,17,0
2063,1,1,1,256,7730,929,778,665,1,1,17,0
2064,1,0,0,81,245024,40341,2343,3596,0,2,16,0
2065,1,1,0,172,67907,5948,1966,35,2,3,24,1
2066,0,0,0,27,401,64,17,2,0,1,12,0
2067,1,0,1,85,49475,6044,2189,1361,5,1,5,0
2068,1,0,0,100,1809,372,104,9,2,0,0,0
2069,0,0,0,63,1164,252,215,11,0,0,0,1
2070,1,0,0,63,2345,126,355,32,1,0,0,1
2071,1,1,0,282,17133,2423,581,368,6,1,20,0
2072,1,0,0,107,153,6,15,0,0,3,32,0
2073,0,1,2,137,32809,2517,459,309,3,2,28,0
2074,1,0,2,211,11,7,0,0,0,1,41,1
2075,1,1,0,110,1370,243,25,38,2,0,0,0
2076,0,0,0,66,1809,372,104,9,1,0,0,0
2077,1,0,0,54,383179,20227,18330,5892,3,2,2,0
2078,1,0,0,95,61,3,2,0,5,0,0,1
2079,0,0,1,31,4062,240,142,52,4,0,0,0
2080,1,0,3,76,83,19,4,0,0,1,31,0
2081,1,0,0,47,37,10,7,0,3,0,0,0
2082,1,0,4,94,4996,364,389,69,4,3,15,0
2083,1,0,0,61,19522,2166,145,201,0,0,0,1
2084,1,0,0,47,86106,4699,1691,794,0,1,16,0
2085,1,1,1,345,101129,6856,3898,1015,14,0,0,1
2086,1,1,1,217,1693,111,39,17,0,0,0,1
2087,0,0,2,79,982,71,28,5,0,3,3,0
2088,1,1,9,105,111735,5246,6882,268,0,4,26,0
2089,0,0,1,38,22952,760,707,0,2,1,10,0
2090,0,0,0,64,2635,181,56,29,1,0,0,0
2091,1,0,0,91,4527,868,981,150,1,3,14,0
2092,0,1,0,111,23982,1103,8,2,0,1,1,0
2093,1,1,0,334,97337,42441,5396,3799,3,1,40,0
2094,1,0,6,72,7612,1052,912,171,0,0,0,1
2095,1,0,0,32,1868,211,350,6,1,0,0,0
2096,0,0,0,44,81,9,0,0,0,1,5,0
2097,0,0,0,51,1068,168,40,7,0,1,20,0
2098,0,0,2,32,4062,240,142,52,1,0,0,0
2099,1,0,0,58,1068,99,59,3,0,1,1,2
2100,1,1,6,92,266035,64481,10142,8528,0,1,14,0
2101,1,0,1,16,47,9,5,0,1,0,0,0
2102,1,0,1,106,2334,140,14,1,3,0,0,1
2103,0,0,0,18,8021,567,737,2,3,0,0,2
2104,1,1,0,61,86106,4699,1691,794,2,1,9,0
2105,0,0,3,94,21521,2060,545,223,6,2,3,0
2106,0,1,0,281,7272,579,654,2,5,1,14,2
2107,1,1,17,768,8255,669,198,4,36,4,36,0
2108,1,0,2,70,36,4,14,0,0,1,15,0
2109,0,0,0,112,1409,199,593,22,3,5,16,0
2110,1,0,0,63,11365,745,152,50,3,0,0,1
2111,0,0,0,79,144,32,17,0,0,1,30,0
2112,1,1,10,209,26200,1817,485,81,0,3,66,0
2113,0,0,1,43,81,11,6,0,0,2,6,0
2114,1,0,1,39,19154,3462,120,23,0,1,2,0
2115,1,1,3,274,324,16,28,1,0,3,52,0
2116,1,1,3,21,3276,432,1384,197,0,1,1,0
2117,0,0,0,12,152,21,18,0,0,1,3,0
2118,1,1,6,71,546,28,94,2,4,0,0,0
2119,1,0,1,95,526,30,1,1,2,1,11,1
2120,1,0,0,33,1285,150,223,7,1,0,0,1
2121,0,0,0,52,57,1,5,0,0,1,6,0
2122,0,1,3,45,153034,17085,2765,2082,4,1,1,0
2123,1,0,0,34,477916,62572,18508,53879,5,1,1,0
2124,1,1,3,206,4062,240,142,52,14,1,3,0
2125,1,0,0,43,15706,1209,461,31,1,1,8,1
2126,1,0,0,56,7730,929,778,665,0,2,21,0
2127,0,1,0,105,3604,554,295,55,3,0,0,0
2128,1,0,0,140,2323,219,67,2,3,1,28,0
2129,0,0,0,265,21768,1062,2176,28,6,2,14,0
2130,0,0,0,158,67907,5948,1966,35,0,2,21,0
2131,1,1,3,239,72626,3728,1303,2355,2,2,34,0
2132,0,0,0,193,609,42,7,1,1,2,14,0
2133,0,0,0,16,5059,455,347,102,1,0,0,0
2134,0,0,0,23,10031,541,1625,24,2,2,6,0
2135,1,0,0,40,3276,432,1384,197,0,2,13,0
2136,0,1,3,95,7730,929,778,665,0,3,10,0
2137,1,1,3,106,400,37,182,5,0,4,30,0
2138,1,0,0,10,252249,22297,5881,962,0,1,3,0
2139,1,1,7,23,551,41,164,6,4,0,0,0
2140,0,0,6,11,2380,120,337,70,2,0,0,0
2141,0,0,0,71,1779,122,512,3,3,1,1,1
2142,0,1,1,44,19154,3462,120,23,2,0,0,0
2143,1,0,0,20,555,81,172,0,1,0,0,0
2144,0,0,0,14,19,6,9,0,1,0,0,0
2145,0,1,0,9,1,0,0,0,0,1,1,0
2146,1,0,1,187,91473,13493,3793,3687,4,1,54,0
2147,1,0,1,49,13808,1706,3084,1688,0,2,2,1
2148,1,1,0,136,312807,41861,16628,2518,0,4,23,0
2149,0,0,0,84,266035,64481,10142,8528,2,2,17,0
2150,1,1,2,128,142165,8183,4622,1116,3,2,11,1
2151,1,1,2,128,842,55,224,16,0,2,17,0
2152,1,1,4,44,842,55,224,16,0,2,7,1
2153,0,0,1,18,141,15,3,0,1,0,0,1
2154,0,0,0,38,115,13,155,0,0,1,3,1
2155,1,0,3,48,98,14,75,0,1,1,1,0
2156,0,0,0,78,1,4,0,0,0,1,17,0
2157,1,0,0,144,6337,1258,71,2,5,3,8,0
2158,0,1,0,139,2617,275,151,9,9,0,0,0
2159,0,0,0,172,106431,8160,1593,2706,14,0,0,0
2160,1,0,0,84,304622,34310,14209,14165,5,1,1,0
2161,0,0,0,48,23,5,2,0,2,1,7,0
2162,1,0,0,50,545,116,85,0,1,0,0,0
2163,1,0,1,44,20632,3535,467,1063,2,2,2,0
2164,1,1,4,66,4043,231,251,14,0,1,13,0
2165,0,0,2,303,3416,126,3,2,23,4,39,1
2166,0,0,3,95,2433,203,116,7,0,1,4,1
2167,0,0,5,53,312807,41861,16628,2518,8,1,6,0
2168,1,1,2,145,26,9,4,0,1,2,34,2
2169,1,0,1,39,197,69,16,4,2,0,0,0
2170,1,1,5,404,42543,6722,6046,915,14,1,1,0
2171,0,1,2,37,4062,240,142,52,1,0,0,0
2172,0,1,1,13,197,69,16,4,0,1,2,0
2173,1,0,0,156,2407,419,8,17,0,4,15,0
2174,1,0,1,186,4480,797,1465,146,0,1,4,2
2175,0,0,0,140,131,3,0,0,0,0,0,0
2176,1,0,0,256,2395,572,46,15,2,2,40,3
2177,0,0,0,39,192,11,8,1,0,0,0,0
2178,1,0,1,42,166,12,1,0,0,0,0,0
2179,1,0,0,36,184341,41961,3940,32065,0,0,0,1
2180,0,1,1,54,97,41,18,0,2,0,0,0
2181,1,0,1,202,2867,225,648,33,4,0,0,0
2182,1,0,0,14,741,72,152,10,2,0,0,0
2183,1,1,1,122,111735,5246,6882,268,1,2,23,0
2184,0,0,1,12,873,112,545,20,0,1,1,0
2185,1,0,0,62,546,28,94,2,2,1,6,1
2186,1,0,0,51,554,21,52,1,1,2,14,0
2187,0,0,1,47,383179,20227,18330,5892,3,1,12,0
2188,1,0,0,84,64,3,0,0,2,0,0,0
2189,1,0,1,114,97337,42441,5396,3799,2,1,31,1
2190,0,0,2,107,36747,3424,4777,18,10,0,0,0
2191,0,0,2,160,5982,523,87,106,1,0,0,4
2192,1,0,2,288,1563,117,388,20,2,0,0,0
2193,1,1,1,418,172516,13055,3363,73,5,4,37,0
2194,0,0,0,79,3720,178,24,0,2,2,11,0
2195,0,1,10,82,107,261,82,0,0,1,7,0
2196,1,1,0,126,586865,89361,7069,3864,1,2,28,0
2197,0,0,2,89,2867,225,648,33,2,1,11,1
2198,1,1,8,100,14514,1178,237,101,0,0,0,1
2199,1,0,0,22,1961,196,823,166,0,1,1,1
2200,1,0,0,81,182,61,11,0,1,1,12,0
2201,1,1,5,117,2424,251,26,9,0,3,3,0
2202,0,0,0,39,4062,240,142,52,5,0,0,0
2203,1,0,0,64,69521,3930,2044,5766,7,1,1,0
2204,0,1,0,67,6642,2148,5629,2277,0,1,6,0
2205,0,1,2,20,18188,1719,758,17,0,1,1,0
2206,1,1,0,96,116404,10590,1598,3075,2,2,5,1
2207,1,0,0,16,9217,1572,3358,92,0,2,2,0
2208,1,1,3,46,12608,2188,913,6,1,0,0,1
2209,1,1,0,186,7858,822,186,819,11,0,0,1
2210,1,0,0,20,1764,130,29,5,0,0,0,0
2211,1,1,3,25,13017,2249,2245,88,3,1,3,0
2212,1,0,0,67,4237,831,253,6,0,1,2,0
2213,1,0,0,22,3242,174,113,9,0,0,0,1
2214,1,0,0,28,152,27,6,0,0,0,0,0
2215,0,0,0,72,68812,18431,12541,1216,2,2,2,1
2216,1,1,2,84,8255,669,198,4,3,3,7,0
2217,1,0,0,80,184341,41961,3940,32065,1,0,0,1
2218,0,0,1,96,504,25,115,6,0,2,20,0
2219,0,0,1,63,67907,5948,1966,35,1,2,13,0
2220,1,0,0,84,15499,1214,2905,1040,0,2,24,0
2221,1,1,3,195,91473,13493,3793,3687,6,6,69,0
2222,1,1,2,71,866,73,67,8,7,1,1,0
2223,1,0,2,101,392,46,28,6,0,1,1,0
2224,1,1,2,14,41460,7359,2860,1867,1,1,4,0
2225,0,0,0,59,1674,378,184,34,5,0,0,0
2226,1,0,0,27,3129,486,122,1,0,0,0,0
2227,1,1,4,132,663,48,77,1,1,2,48,0
2228,1,1,1,90,144036,21385,8283,6276,3,1,1,3
2229,1,0,0,135,1065,61,92,3,0,1,13,1
2230,1,1,0,116,91473,13493,3793,3687,10,3,13,0
2231,1,1,0,114,3512,215,49,44,0,0,0,1
2232,1,1,8,190,304622,34310,14209,14165,9,2,13,0
2233,1,0,4,17,3981,457,1105,97,0,0,0,1
2234,1,1,3,569,4062,240,142,52,4,0,0,0
2235,1,1,0,104,1467,253,1176,610,7,0,0,2
2236,0,1,0,15,1,2,0,0,0,1,1,0
2237,1,1,1,111,16726,670,1438,171,6,1,9,1
2238,1,0,0,86,73982,14868,12512,5089,3,1,2,0
2239,0,0,0,128,92651,10760,4411,1247,0,1,33,0
2240,1,0,0,69,4062,240,142,52,1,0,0,0
2241,0,0,0,111,124,31,14,0,0,1,36,0
2242,1,0,0,211,5006,918,15,0,8,4,25,0
2243,1,0,1,97,8255,669,198,4,8,1,3,1
2244,0,0,0,12,263,29,22,1,0,1,2,0
2245,0,0,0,58,4243,318,80,34,2,1,12,0
2246,1,0,0,25,670,45,1004,10,0,1,17,0
2247,1,0,0,65,92651,10760,4411,1247,3,1,1,0
2248,0,1,0,96,8935,1619,225,249,2,2,29,2
2249,1,1,1,47,22879,6488,717,1198,1,2,13,1
2250,1,0,1,22,2587,625,1399,7,3,0,0,0
2251,1,1,0,14,1146,188,865,224,2,0,0,1
2252,1,0,0,66,91473,13493,3793,3687,3,2,6,1
2253,0,1,0,43,237,37,3,0,1,0,0,0
2254,1,0,0,46,2749,410,2,2,0,1,1,1
2255,0,0,0,190,11926,2673,1661,4067,3,1,1,5
2256,1,0,0,42,6485,444,1577,31,0,1,2,0
2257,1,0,1,179,1957,71,187,3,6,1,9,4
2258,1,0,0,41,615041,126104,23439,1483,0,1,7,0
2259,0,0,0,6,1663,142,29,5,0,1,2,0
2260,1,0,3,21,104,32,19,0,0,0,0,1
2261,0,0,0,61,1062,104,22,5,0,1,1,0
2262,1,1,5,261,958,111,47,5,0,4,39,0
2263,0,0,1,75,1853,178,446,7,0,1,14,0
2264,1,0,1,54,829,220,174,3,0,1,13,0
2265,0,0,0,34,1072,115,294,4,1,0,0,1
2266,1,0,0,88,18009,1348,875,52,7,1,5,0
2267,0,0,0,87,2905,379,59,19,0,1,21,0
2268,1,1,1,314,4469,370,862,47,21,3,33,0
2269,1,1,3,147,1429,295,78,36,0,4,25,0
2270,0,1,4,78,41,1,0,0,0,2,19,0
2271,1,0,0,146,4752,596,4052,69,2,0,0,1
2272,1,0,1,41,615041,126104,23439,1483,2,1,9,2
2273,1,1,6,38,829,220,174,3,0,1,4,0
2274,0,0,3,21,21521,2060,545,223,0,1,5,0
2275,0,0,0,5,1591,186,336,30,0,1,1,0
2276,1,0,0,25,33900,4197,639,3108,0,1,5,0
2277,0,1,1,30,1429,295,78,36,0,1,5,0
2278,1,0,1,79,19562,2355,763,8,2,0,0,0
2279,0,0,2,84,906,132,34,59,0,1,10,0
2280,1,0,0,146,318,21,2,2,0,1,36,0
2281,1,1,0,123,615041,126104,23439,1483,6,2,24,4
2282,1,0,0,81,615041,126104,23439,1483,2,1,20,0
2283,0,0,0,70,41460,7359,2860,1867,0,2,16,0
2284,1,1,3,90,5143,1112,1662,474,0,1,17,0
2285,0,1,6,87,115569,21633,5939,4777,3,3,15,0
2286,0,0,1,70,1050,153,1119,83,0,1,13,1
2287,1,0,1,55,169,16,198,27,0,0,0,1
2288,1,1,0,256,8483,970,1815,10,7,0,0,3
2289,1,0,0,475,3287,469,316,35,1,0,0,0
2290,0,1,0,176,579,52,240,3,2,1,38,1
2291,1,1,1,388,63254,14837,8885,1211,8,4,70,0
2292,0,0,0,140,65,15,15,0,0,2,29,1
2293,1,1,2,279,1525,59,43,4,8,3,49,0
2294,1,1,12,82,1429,295,78,36,4,4,15,0
2295,0,0,1,48,1247,170,192,64,1,1,2,0
2296,1,0,3,35,202819,17020,7306,98,0,2,6,0
2297,0,0,0,58,1283,96,149,14,0,1,6,0
2298,0,1,0,96,12268,837,1175,288,4,1,10,4
2299,0,0,0,56,73611,6816,1201,1806,0,1,8,0
2300,1,1,1,98,4745,918,909,951,0,1,14,1
2301,1,1,0,216,274638,28785,8562,1583,0,0,0,1
2302,1,0,0,18,55304,6023,3987,7085,0,2,2,2
2303,1,0,1,82,5592,480,268,7,0,1,9,0
2304,0,0,0,62,43,2,2,0,0,2,9,0
2305,1,0,0,40,5059,455,347,102,1,0,0,0
2306,1,0,1,39,1769,151,347,11,2,1,1,1
2307,1,0,3,24,401,64,17,2,0,0,0,0
2308,1,0,0,110,4483,1097,80,43,2,2,2,2
2309,1,0,0,245,13365,2070,1074,46,4,2,9,0
2310,0,1,4,251,6737,375,137,12,27,0,0,1
2311,0,0,0,62,42323,3323,1233,614,2,0,0,1
2312,1,0,0,50,2318,178,74,8,3,0,0,0
2313,0,0,0,41,5102,625,839,10,0,2,7,0
2314,1,1,1,42,615041,126104,23439,1483,1,3,8,1
2315,0,0,1,23,33900,4197,639,3108,0,1,5,0
2316,1,0,3,77,8986,1419,62,313,0,1,29,1
2317,1,0,2,117,49113,7461,2797,1316,5,1,9,2
2318,1,1,3,226,184341,41961,3940,32065,3,2,2,3
2319,1,0,1,182,825,71,104,6,1,1,32,1
2320,1,0,0,96,13,3,0,0,2,0,0,0
2321,1,1,1,85,21521,2060,545,223,4,2,2,0
2322,1,1,3,325,17133,2423,581,368,17,0,0,1
2323,0,0,0,269,13,1,0,0,0,4,96,0
2324,0,0,1,378,13,1,0,0,0,6,112,0
2325,1,1,3,75,615041,126104,23439,1483,4,2,16,1
2326,1,0,0,42,65,20,6,0,4,0,0,0
2327,0,1,0,38,33900,4197,639,3108,1,1,4,0
2328,1,0,0,111,73611,6816,1201,1806,1,2,6,0
2329,0,0,0,130,26200,1817,485,81,2,2,10,0
2330,1,0,3,64,22977,2296,1407,171,3,0,0,1
2331,1,1,0,21,444,38,28,5,0,1,10,0
2332,0,1,2,55,586865,89361,7069,3864,2,2,6,0
2333,0,0,1,29,15189,950,2120,120,0,2,12,0
2334,0,1,8,24,829,220,174,3,0,1,6,0
2335,1,1,3,178,28467,23317,410,118,1,0,0,0
2336,1,0,1,381,27783,2036,4846,686,0,2,92,2
2337,0,0,0,79,2212,132,321,95,1,1,16,2
2338,0,0,0,31,401,64,17,2,0,0,0,0
2339,1,0,0,138,645,52,21,1,1,4,8,1
2340,1,1,0,347,917,126,222,24,0,1,90,0
2341,0,0,0,155,55,21,4,0,0,1,11,0
2342,1,0,0,72,477916,62572,18508,53879,8,1,1,0
2343,1,1,0,93,6609,595,1328,57,6,2,13,0
2344,0,0,0,29,5214,361,757,27,0,1,5,0
2345,1,0,1,113,15189,950,2120,120,0,2,10,1
2346,0,0,11,185,301,42,5,13,10,3,16,0
2347,1,0,1,39,2283,299,924,3,4,0,0,2
2348,1,0,0,391,546,29,241,0,13,6,11,5
2349,0,0,0,36,81,168,19,0,3,0,0,0
2350,1,0,0,15,33900,4197,639,3108,1,1,1,0
2351,1,0,0,168,513,37,10,2,0,1,28,0
2352,0,1,4,156,1035,122,780,19,3,3,25,1
2353,0,0,0,149,99,9,15,0,0,2,26,0
2354,0,1,8,193,1806,364,127,19,0,3,59,0
2355,1,0,3,71,673,104,44,4,1,1,5,1
2356,0,0,0,42,23,8,0,0,0,1,1,0
2357,1,0,0,88,615041,126104,23439,1483,4,1,13,2
2358,1,0,0,33,615041,126104,23439,1483,3,2,2,2
2359,1,0,3,70,1429,295,78,36,0,2,17,0
2360,1,1,2,67,1146,188,865,224,6,0,0,1
2361,0,0,0,80,241,16,9,0,0,1,5,0
2362,1,0,2,41,854,320,22,1,0,0,0,2
2363,1,0,2,99,1890,246,26,3,2,0,0,0
2364,1,1,3,20,2048,314,802,28,1,1,2,0
2365,0,0,0,27,13,2,0,0,4,0,0,0
2366,1,0,0,22,1164,172,70,7,0,0,0,1
2367,1,1,0,29,936,294,445,6,0,1,1,0
2368,1,1,2,96,564,141,200,42,0,1,16,1
2369,0,0,1,42,196,12,16,0,0,1,5,0
2370,1,0,0,74,615041,126104,23439,1483,0,1,15,0
2371,0,1,0,95,60867,4957,6713,624,1,2,10,0
2372,1,0,2,17,336,47,10,5,0,1,1,0
2373,1,1,8,151,825,71,104,6,3,2,27,0
2374,0,0,0,103,1,0,0,0,0,1,28,0
2375,1,1,7,1103,879075,293021,5816,21692,21,7,65,3
2376,0,1,0,247,15189,950,2120,120,3,3,37,0
2377,0,1,0,100,1062,132,44,17,2,1,22,1
2378,0,0,0,158,4469,370,862,47,0,0,0,0
2379,0,0,0,152,14546,694,505,437,0,0,0,0
2380,0,0,0,66,9353,751,1036,2,0,1,9,0
2381,1,0,0,19,5059,455,347,102,1,0,0,0
2382,1,0,1,53,4019,268,184,4,0,0,0,2
2383,1,1,0,65,211,43,9,1,1,2,24,0
2384,0,0,0,77,61,20,31,0,0,2,27,1
2385,1,1,3,125,5059,455,347,102,1,0,0,0
2386,1,0,0,66,126214,25392,9214,13050,2,0,0,0
2387,0,0,3,61,21,5,0,0,0,0,0,0
2388,1,0,0,218,17458,1405,1004,349,2,2,54,0
2389,1,0,0,124,872,38,154,3,0,1,1,4
2390,1,1,3,496,627,86,3,1,0,8,81,1
2391,0,0,0,56,51,5,19,0,6,0,0,0
2392,1,0,1,102,17795,477,1622,10,4,0,0,1
2393,1,1,1,36,615041,126104,23439,1483,3,1,4,0
2394,1,0,0,162,2479,205,302,73,0,0,0,1
2395,1,1,0,133,31021,2308,2441,310,4,3,15,1
2396,1,1,0,104,136497,29487,9042,39241,5,0,0,0
2397,1,0,4,42,91473,13493,3793,3687,10,1,1,0
2398,1,0,0,54,14948,3317,1312,774,6,2,2,0
2399,0,0,1,24,23288,1990,1366,13,1,1,1,0
2400,0,0,0,44,254,39,100,2,3,0,0,2
2401,0,0,0,132,14546,694,505,437,3,0,0,0
2402,1,0,0,109,16881,1314,862,128,1,1,18,0
2403,1,0,2,278,879075,293021,5816,21692,15,2,12,1
2404,1,0,0,38,73611,6816,1201,1806,1,1,7,0
2405,1,1,3,108,91473,13493,3793,3687,2,6,17,0
2406,1,0,0,68,126087,46797,9968,21232,1,1,2,0
2407,1,0,0,22,10119,380,89,12,1,0,0,0
2408,1,0,2,241,68504,9900,2345,3000,9,3,35,2
2409,0,0,2,95,104,27,1,0,0,2,13,1
2410,0,0,0,72,4062,240,142,52,8,2,2,0
2411,1,0,0,26,38430,7168,2317,13406,0,2,3,0
2412,1,0,0,28,25712,1256,456,14,2,1,1,0
2413,1,0,0,136,64392,5964,750,10085,1,5,26,0
2414,0,0,0,44,35489,9351,1001,9455,1,1,2,0
2415,0,0,0,10,104,27,1,0,0,0,0,0
2416,0,0,0,25,1160,136,342,26,1,1,4,0
2417,0,0,0,19,829,220,174,3,0,1,5,0
2418,0,0,1,178,1809,372,104,9,2,0,0,0
2419,1,0,0,35,4062,240,142,52,1,0,0,0
2420,0,1,1,59,83245,5827,3144,30,4,1,1,0
2421,1,0,0,134,2747,540,740,341,9,3,23,0
2422,1,0,1,174,517,50,10,2,7,4,22,1
2423,1,1,6,102,615041,126104,23439,1483,4,2,6,2
2424,1,1,1,15,21,5,2,0,5,0,0,0
2425,1,1,2,174,120,6,326,0,5,0,0,1
2426,1,1,3,178,136140,8521,16645,626,8,0,0,4
2427,1,1,0,83,28,9,4,0,7,2,2,0
2428,0,1,1,28,439,65,24,0,0,0,0,0
2429,1,1,5,50,371,14,28,2,2,0,0,0
2430,1,1,1,85,12174,1532,1229,903,0,0,0,3
2431,0,1,1,74,1769,151,347,11,2,1,8,0
2432,1,0,0,178,69288,7406,2653,793,2,3,25,0
2433,0,0,0,67,906,132,34,59,0,1,12,0
2434,1,0,0,153,477916,62572,18508,53879,7,1,1,2
2435,0,0,0,17,61,20,31,0,0,1,3,0
2436,1,1,0,146,17133,2423,581,368,9,3,11,2
2437,1,0,0,26,33900,4197,639,3108,2,2,2,0
2438,1,1,0,23,90,13,21,0,0,1,1,0
2439,1,0,0,40,8636,1782,2410,134,1,1,7,1
2440,0,0,0,27,686,86,191,17,2,0,0,1
2441,0,0,0,112,371,28,14,0,0,2,7,0
2442,1,1,5,29,1429,295,78,36,0,1,5,0
2443,1,0,0,79,7789,820,823,247,7,0,0,0
2444,1,0,0,73,6672,689,625,19,1,1,14,0
2445,1,1,0,134,615041,126104,23439,1483,6,2,26,3
2446,0,1,0,74,60867,4957,6713,624,2,2,11,0
2447,1,0,1,106,10203,596,195,80,2,3,4,0
2448,1,1,1,23,15706,1209,461,31,0,2,2,0
2449,1,0,0,24,1409,199,593,22,1,1,1,0
2450,1,1,2,190,69288,7406,2653,793,2,2,8,0
2451,0,1,2,505,5481,828,1276,100,22,0,0,2
2452,1,0,9,96,15426,2854,1598,837,2,2,17,1
2453,0,0,3,115,7780,931,188,125,1,0,0,0
2454,0,0,0,20,9,2,0,0,0,1,2,0
2455,1,0,0,431,184341,41961,3940,32065,1,1,1,0
2456,1,0,1,38,26479,6624,1538,48,1,0,0,1
2457,1,0,0,91,1499,532,81,9,0,0,0,1
2458,1,0,1,556,67907,5948,1966,35,3,2,96,0
2459,1,1,0,119,352,48,29,5,1,0,0,0
2460,0,0,3,254,2212,132,321,95,3,3,11,3
2461,1,0,0,76,3917,251,671,41,1,1,12,0
2462,1,1,0,35,712,81,715,9,2,1,2,0
2463,1,0,0,29,249707,12468,6068,543,3,1,3,0
2464,0,0,2,56,481,68,39,30,2,1,9,0
2465,1,0,1,8,504,56,24,3,0,1,1,0
2466,0,0,0,26,252249,22297,5881,962,2,1,4,0
2467,1,0,0,38,615041,126104,23439,1483,1,1,7,1
2468,1,0,0,65,6078,594,362,91,0,2,11,0
2469,1,0,0,126,29294,1075,86,51,3,1,20,1
2470,0,0,0,54,11,2,0,0,0,1,10,0
2471,1,0,1,125,42543,6722,6046,915,12,0,0,0
2472,1,1,0,22,818,93,361,45,1,1,1,1
2473,1,0,3,164,14094,1557,956,82,6,0,0,2
2474,1,1,2,123,615041,126104,23439,1483,2,2,27,2
2475,1,0,0,213,39112,3133,491,55,6,0,0,0
2476,1,0,2,19,504,56,24,3,0,0,0,0
2477,1,0,3,55,197562,8273,3089,64,2,0,0,0
2478,0,0,0,42,91903,12607,6318,2197,2,0,0,2
2479,1,1,2,116,736,174,76,19,0,0,0,4
2480,1,0,0,193,31021,2308,2441,310,6,1,29,1
2481,0,0,0,71,23982,1103,8,2,0,2,3,0
2482,1,1,2,6,2116,159,261,0,0,1,2,0
2483,1,1,3,341,9059,821,762,165,7,0,0,0
2484,0,1,0,36,21315,1616,845,340,1,2,10,0
2485,0,0,0,35,252249,22297,5881,962,1,1,10,0
2486,1,0,0,45,12174,1532,1229,903,1,2,15,1
2487,1,1,1,71,2300,266,664,105,0,1,1,1
2488,1,0,0,48,319,21,19,0,6,1,6,0
2489,1,1,2,104,7599,494,405,6,7,1,13,1
2490,1,0,0,10,46,6,4,0,0,0,0,2
2491,0,0,0,23,41,1,31,0,0,0,0,0
2492,1,1,0,112,15451,1318,423,74,2,1,9,0
2493,0,0,0,49,393,77,272,5,1,1,16,0
2494,1,0,0,24,621,65,336,18,0,0,0,1
2495,0,0,0,183,2202,219,134,1,4,2,16,0
2496,1,1,2,294,16881,1314,862,128,1,2,93,0
2497,1,0,0,23,107,38,6,0,0,0,0,0
2498,1,0,1,112,794,68,135,9,11,0,0,2
2499,1,1,4,127,96256,7785,2607,4845,5,3,10,0
2500,1,1,5,166,324,16,28,1,0,1,9,0
2501,1,1,0,94,110,8,31,0,0,1,34,0
