,Label,Edit,CommentCount,BodyLength,Reputation,Views,UpVotes,DownVotes,InlineCode,BlockCode,BlockCodeLine,Hyperlink,UnigramCost,BigramCost
1974,1,0,1,16,1380,103,156,15,1,1,1,0,12.678385701826238,12.194951867305173
1975,1,0,2,38,475,42,15,13,1,0,0,0,10.858704263583938,12.005365747068092
1976,0,1,0,22,30,4,2,0,2,0,0,0,10.349161755053014,11.92715874081846
1977,1,0,0,97,712,81,715,9,0,0,0,0,10.105957053829947,11.867772508543762
1978,1,1,0,194,115569,21633,5939,4777,3,1,1,3,10.993420432091222,12.068081743320857
1979,1,1,0,184,1640,219,166,229,0,1,13,0,12.009391071772438,12.242723507277374
1980,1,0,0,5,25646,2844,218,63,2,0,0,0,12.132543586713586,12.15501837011502
1981,1,1,0,52,4480,797,1465,146,0,1,6,1,10.952408729523487,12.013844359396467
1982,1,1,12,331,2590,284,158,153,4,6,22,0,11.486847148345506,12.164164339194985
1983,1,1,3,75,2413,153,29,36,0,2,5,1,11.744350892623977,12.06227690393423
1984,1,0,0,79,564,141,200,42,0,0,0,1,10.322291532061664,11.915469265786726
1985,0,0,0,46,162,10,4,0,0,1,4,1,10.720164584751709,12.005835514212016
1986,1,0,2,58,2227,100,65,11,1,2,14,0,11.807523329413874,12.175117466136616
1987,1,1,0,47,1610,96,845,3,0,1,8,0,12.43610097664326,12.253564253424802
1988,1,0,2,72,60867,4957,6713,624,2,2,10,1,14.285440543401029,12.410127262351843
1989,1,0,0,17,401,64,17,2,0,1,14,0,13.544317119167815,12.037889486893707
1990,0,0,0,13,852,45,211,0,0,1,9,0,12.643390658145377,12.055453987712411
1991,1,0,2,99,12174,1532,1229,903,0,1,6,0,12.84864275405856,12.220953972554268
1992,0,0,0,56,6892,671,83,2,2,1,10,0,13.381353676622995,12.249853685662364
1993,1,1,3,29,383179,20227,18330,5892,1,1,9,0,13.24464386664068,12.306596488792518
1994,0,0,2,83,906,132,34,59,0,1,18,0,12.010898553937775,12.027862816250522
1995,1,0,1,71,187803,20299,5985,2,2,2,2,0,11.814426909411035,12.12052805224717
1996,1,0,0,71,712,81,715,9,0,1,11,0,12.344386866753478,12.1484585994006
1997,1,1,1,163,6672,689,625,19,8,2,15,0,11.850963067428662,11.841967358123053
1998,0,0,0,53,39072,2040,860,1021,5,0,0,1,11.787266485574342,12.126377972766319
1999,1,0,4,90,383179,20227,18330,5892,11,0,0,0,11.407681641188791,12.114138551405945
2000,1,0,0,99,1293,62,59,3,1,0,0,0,13.533327871061617,12.23775228339096
2001,1,0,0,234,19981,1831,18,4,2,3,76,0,12.4990641280799,12.1316265010763
2002,1,0,1,196,75,17,8,0,1,0,0,2,12.89874701287076,12.110849704971507
2003,0,0,7,141,111735,5246,6882,268,0,1,37,1,13.063039626101535,12.118474855051737
2004,1,0,0,11,17368,1715,23,11,2,1,1,0,12.29589942496542,12.15360453729193
2005,0,1,2,135,4677,579,392,443,2,2,29,0,12.491206783277809,12.101743698254806
2006,1,1,2,205,6609,595,1328,57,4,2,28,0,14.358770336001749,12.585746226180484
2007,0,0,0,32,35,9,15,0,0,1,4,0,10.419050657511292,11.96237190174896
2008,1,1,6,194,982,71,28,5,0,3,35,0,12.832931548694596,12.176488480408583
2009,1,0,1,43,401,64,17,2,0,1,18,0,10.966516676880229,12.067564800481028
2010,0,0,1,31,393,56,89,3,3,0,0,0,12.392143173094903,12.210377766928612
2011,1,1,1,87,12174,1532,1229,903,0,2,6,0,12.181949579298585,11.901884511401507
2012,0,1,3,103,564,141,200,42,0,1,15,0,12.062194878479714,12.042996040333877
2013,1,1,0,66,467,45,20,0,0,1,15,0,12.668368727336173,12.227191509286147
2014,1,0,0,79,712,206,207,32,4,1,5,0,11.263204981058847,12.087090248222893
2015,0,0,0,120,118,88,2,0,1,1,10,0,10.97686315473749,12.023385709395988
2016,1,1,6,33,15706,1209,461,31,0,1,13,0,12.920025866049183,12.291938945552651
2017,0,0,1,79,144,32,17,0,0,2,23,0,12.43549524515924,12.091586067944267
2018,0,0,1,122,39,20,43,0,0,2,22,0,12.749676976856323,12.26122270816349
2019,0,0,1,15,10031,541,1625,24,1,0,0,0,11.514008339414255,12.088562043212962
2020,1,0,2,109,7612,1052,912,171,0,2,20,0,13.862515964007661,12.385604944409794
2021,1,1,1,195,2313,268,116,0,1,1,59,0,12.626878076493686,12.16163090955699
2022,0,0,1,58,6892,671,83,2,1,1,14,0,13.488592924809362,12.307327605102316
2023,1,0,1,65,3276,432,1384,197,0,2,4,1,15.37840240510157,12.713035194628137
2024,0,1,7,29,401,64,17,2,0,1,14,0,13.019828078195982,12.212103500395028
2025,1,1,2,82,26200,1817,485,81,2,2,20,0,10.920472416856434,11.836731490425
2026,0,0,0,38,12353,914,497,11,0,0,0,1,10.68381320217722,11.98228849950275
2027,1,0,1,16,208,4,2,0,0,0,0,1,11.027692825228085,12.127172238040655
2028,1,0,0,9,89357,5141,1155,684,1,1,1,0,13.064046865447528,12.346066967349172
2029,0,0,0,17,337,29,234,18,0,0,0,1,11.724329111378779,12.105809948172624
2030,1,0,2,20,2231,189,56,0,0,2,8,0,11.820855683966577,12.163379893521013
2031,0,0,4,88,25,6,1,0,1,0,0,0,12.35383699216062,11.882791017570202
2032,1,0,2,76,118,88,2,0,2,1,15,0,12.309875730301586,11.883253605431426
2033,1,1,2,107,118,9,6,0,0,0,0,3,10.905137657199493,12.03140080887643
2034,0,0,3,98,5982,523,87,106,0,0,0,2,10.21937676786609,11.882542683082907
2035,0,0,4,152,1902,61,269,18,1,0,0,4,10.500886136733598,11.906173901966923
2036,1,0,0,35,380,32,9,5,0,1,5,0,14.390257359476566,12.404393451872107
2037,1,1,5,244,67907,5948,1966,35,2,6,58,2,14.503161241148439,12.334784677788388
2038,1,1,0,68,15706,1209,461,31,0,2,19,0,13.95393476179019,12.267065804994802
2039,1,0,3,147,312807,41861,16628,2518,6,3,20,4,11.478114742352654,12.163312655346687
2040,1,0,0,31,97011,7252,3074,0,4,0,0,0,11.417844325863776,12.098259282555173
2041,1,1,1,226,13643,1187,1955,221,9,6,10,3,11.862921014747329,12.15873075214139
2042,0,0,8,364,1388,170,17,28,0,0,0,0,10.323843483195494,11.955643464639657
2043,1,0,2,99,475,42,15,13,1,0,0,0,10.976544916415833,12.04286366021292
2044,0,0,0,130,2687,637,4183,9,0,0,0,1,9.988304486778329,11.831061389693133
2045,1,0,0,48,106,4,1,0,2,0,0,0,11.372861014918449,12.0048534810714
2046,1,1,0,131,383179,20227,18330,5892,14,1,10,0,14.342523566183766,12.436222525939282
2047,0,0,1,137,115569,21633,5939,4777,1,2,28,2,11.947790676679684,12.028048555630484
2048,1,0,6,90,26200,1817,485,81,3,1,22,0,12.11810309851032,12.131383441609316
2049,1,0,0,109,73334,11444,3431,30,4,2,6,2,11.5957070231356,12.083213268446892
2050,1,1,0,58,91141,11338,3288,11140,7,1,1,2,10.852067260127171,12.069270644248045
2051,1,1,0,52,23982,1103,8,2,0,1,2,0,12.238436584054607,12.227346715498754
2052,0,0,1,76,46670,2485,4987,814,2,1,13,0,12.308414494314203,12.236528195399728
2053,0,0,0,45,444,38,28,5,0,1,13,0,13.794363492431287,12.416113431860975
2054,0,0,0,31,26200,1817,485,81,1,1,5,0,11.31555756551668,12.160730767775627
2055,1,0,1,30,401,64,17,2,0,1,14,0,10.846830032951658,11.980973238765168
2056,1,0,2,120,61,3,2,0,3,2,5,1,12.011427052549843,12.254360414442507
2057,0,0,3,46,659,135,68,8,0,0,0,1,10.903212963651747,11.978574116945742
2058,0,0,0,122,9168,528,770,714,0,0,0,2,10.655584436703355,11.959429933689455
2059,1,1,0,84,1663,125,65,6,0,0,0,0,9.81458676552904,11.728320395125646
2060,0,1,0,267,207539,29008,21572,5694,0,0,0,14,11.240687521954275,12.091570613975891
2061,1,1,0,187,230,28,3,0,16,0,0,0,10.688430520155366,11.97427913593879
2062,0,0,0,116,144,32,17,0,0,1,17,0,15.862895356695107,12.771962356140971
2063,1,1,1,255,7730,929,778,665,1,1,17,0,12.95284049307625,12.36959443969651
2064,1,0,0,79,245024,40341,2343,3596,0,2,16,0,12.052979711436096,12.216128456189843
2065,1,1,0,164,67907,5948,1966,35,2,3,24,1,12.736718761210456,12.295254908547037
2066,0,0,0,26,401,64,17,2,0,1,12,0,11.081324538239556,12.03368916644964
2067,1,0,1,84,49475,6044,2189,1361,5,1,5,0,11.239966612977753,12.05964291791061
2068,1,0,0,94,1809,372,104,9,2,0,0,0,11.263945570480661,12.045586166323202
2069,0,0,0,60,1164,252,215,11,0,0,0,1,10.720948365237371,11.993189503565276
2070,1,0,0,62,2345,126,355,32,1,0,0,1,10.497083653970074,11.801979605551752
2071,1,1,0,281,17133,2423,581,368,6,1,20,0,11.783329962619716,12.121141466589359
2072,1,0,0,104,153,6,15,0,0,3,32,0,12.76441504085495,12.241303211966224
2073,0,1,2,135,32809,2517,459,309,3,2,28,0,11.460295690907541,12.147349444211192
2074,1,0,2,207,11,7,0,0,0,1,41,1,11.698409220745061,12.131526896290485
2075,1,1,0,105,1370,243,25,38,2,0,0,0,11.37422073798767,12.068351708252433
2076,0,0,0,63,1809,372,104,9,1,0,0,0,12.316694656028087,12.237191512041782
2077,1,0,0,52,383179,20227,18330,5892,3,2,2,0,13.03443301590471,12.488026528379269
2078,1,0,0,89,61,3,2,0,5,0,0,1,11.569261548351157,12.120689190853497
2079,0,0,1,31,4062,240,142,52,4,0,0,0,11.135754307694935,12.103694781459273
2080,1,0,3,75,83,19,4,0,0,1,31,0,13.600858000082129,12.2910394556361
2081,1,0,0,47,37,10,7,0,3,0,0,0,10.875332356521497,11.935556281338375
2082,1,0,4,91,4996,364,389,69,4,3,15,0,11.977099780563856,12.164618404911641
2083,1,0,0,58,19522,2166,145,201,0,0,0,1,10.410739334968689,11.86854630642095
2084,1,0,0,46,86106,4699,1691,794,0,1,16,0,12.694062250581323,12.363111156266344
2085,1,1,1,330,101129,6856,3898,1015,14,0,0,1,11.024548360479761,12.055114770788768
2086,1,1,1,206,1693,111,39,17,0,0,0,1,10.920214973455163,12.069140714727752
2087,0,0,2,76,982,71,28,5,0,3,3,0,11.752498044424883,12.12244058371515
2088,1,1,9,99,111735,5246,6882,268,0,4,26,0,17.301124308637604,12.64654974647304
2089,0,0,1,37,22952,760,707,0,2,1,10,0,13.916962679182587,12.255296074135885
2090,0,0,0,62,2635,181,56,29,1,0,0,0,12.048033765639063,12.269718157071038
2091,1,0,0,88,4527,868,981,150,1,3,14,0,11.965685926198606,11.719704111685168
2092,0,1,0,110,23982,1103,8,2,0,1,1,0,11.394305650953592,12.038020054597773
2093,1,1,0,333,97337,42441,5396,3799,3,1,40,0,11.302901863953059,12.088261684402493
2094,1,0,6,66,7612,1052,912,171,0,0,0,1,11.231984833968413,11.998585315086071
2095,1,0,0,29,1868,211,350,6,1,0,0,0,16.853868263150297,12.674457861373341
2096,0,0,0,43,81,9,0,0,0,1,5,0,11.889042625997297,12.257986717859382
2097,0,0,0,48,1068,168,40,7,0,1,20,0,17.105057358934328,12.750733668511996
2098,0,0,2,29,4062,240,142,52,1,0,0,0,14.31405828712782,12.418052031192786
2099,1,0,0,53,1068,99,59,3,0,1,1,2,10.410431960967076,11.86299772152498
2100,1,1,6,91,266035,64481,10142,8528,0,1,14,0,13.289931794903804,12.461846254836539
2101,1,0,1,16,47,9,5,0,1,0,0,0,11.245754930436561,12.07069703630376
2102,1,0,1,100,2334,140,14,1,3,0,0,1,10.688384574977905,12.076173896308537
2103,0,0,0,12,8021,567,737,2,3,0,0,2,11.030450660620952,11.84114682497549
2104,1,1,0,60,86106,4699,1691,794,2,1,9,0,13.02074544228175,12.332077455082912
2105,0,0,3,92,21521,2060,545,223,6,2,3,0,11.05297275555979,12.040827262775402
2106,0,1,0,273,7272,579,654,2,5,1,14,2,12.584062888735527,12.149010182025377
2107,1,1,17,752,8255,669,198,4,36,4,36,0,10.92028554656328,11.929609629555106
2108,1,0,2,69,36,4,14,0,0,1,15,0,12.192108663337114,12.361627164057028
2109,0,0,0,106,1409,199,593,22,3,5,16,0,13.305425674591987,12.418969988569245
2110,1,0,0,54,11365,745,152,50,3,0,0,1,12.709611764171783,12.197130985607123
2111,0,0,0,77,144,32,17,0,0,1,30,0,12.297954149117635,12.23502163021081
2112,1,1,10,204,26200,1817,485,81,0,3,66,0,13.036485345386412,12.253815307924116
2113,0,0,1,40,81,11,6,0,0,2,6,0,12.075887529245986,12.220626431812844
2114,1,0,1,38,19154,3462,120,23,0,1,2,0,11.662633949552696,12.094533284019167
2115,1,1,3,267,324,16,28,1,0,3,52,0,14.905761128614966,12.46969524810741
2116,1,1,3,20,3276,432,1384,197,0,1,1,0,12.754203371703019,12.366808683673428
2117,0,0,0,11,152,21,18,0,0,1,3,0,13.989852325401861,12.426823107370113
2118,1,1,6,64,546,28,94,2,4,0,0,0,10.982851710959595,12.005137638681852
2119,1,0,1,91,526,30,1,1,2,1,11,1,10.729665841839617,12.03719863539345
2120,1,0,0,27,1285,150,223,7,1,0,0,1,11.247927431451993,12.075130634438949
2121,0,0,0,51,57,1,5,0,0,1,6,0,11.736052433656557,12.1076028624834
2122,0,1,3,43,153034,17085,2765,2082,4,1,1,0,11.625364906025181,12.084353058050313
2123,1,0,0,31,477916,62572,18508,53879,5,1,1,0,13.62032001337234,12.404113678143924
2124,1,1,3,202,4062,240,142,52,14,1,3,0,12.422925967591857,12.137237219466103
2125,1,0,0,39,15706,1209,461,31,1,1,8,1,11.549696448471769,12.082396625719706
2126,1,0,0,54,7730,929,778,665,0,2,21,0,13.802366389413645,12.067023564076127
2127,0,1,0,96,3604,554,295,55,3,0,0,0,13.24895116477,12.176606787310895
2128,1,0,0,139,2323,219,67,2,3,1,28,0,13.279555267386293,12.459896576168527
2129,0,0,0,262,21768,1062,2176,28,6,2,14,0,13.099340413407587,12.36288801298923
2130,0,0,0,155,67907,5948,1966,35,0,2,21,0,14.823027804965239,12.56659202676905
2131,1,1,3,236,72626,3728,1303,2355,2,2,34,0,14.439562873968214,12.439570313568082
2132,0,0,0,189,609,42,7,1,1,2,14,0,13.602861476995612,12.495208048311595
2133,0,0,0,13,5059,455,347,102,1,0,0,0,12.73130585368537,12.205753675478661
2134,0,0,0,20,10031,541,1625,24,2,2,6,0,14.214309226523477,12.52822544387848
2135,1,0,0,37,3276,432,1384,197,0,2,13,0,15.656045349241085,12.637331041272926
2136,0,1,3,92,7730,929,778,665,0,3,10,0,12.698205295053478,12.106555724059985
2137,1,1,3,100,400,37,182,5,0,4,30,0,14.805258605630813,12.21448652386286
2138,1,0,0,8,252249,22297,5881,962,0,1,3,0,12.295854562012273,12.235959887091207
2139,1,1,7,23,551,41,164,6,4,0,0,0,10.751659642483034,12.007694338078764
2140,0,0,6,11,2380,120,337,70,2,0,0,0,12.030539111452004,12.160618763648229
2141,0,0,0,69,1779,122,512,3,3,1,1,1,11.474267085013716,12.070991552236288
2142,0,1,1,44,19154,3462,120,23,2,0,0,0,10.97332097036705,12.08184775681407
2143,1,0,0,17,555,81,172,0,1,0,0,0,10.553883025859175,11.847746281254606
2144,0,0,0,13,19,6,9,0,1,0,0,0,12.417663427806025,12.170825030213452
2145,0,1,0,8,1,0,0,0,0,1,1,0,11.297910401342598,11.93602463960498
2146,1,0,1,184,91473,13493,3793,3687,4,1,54,0,12.899713064228127,12.153955572861422
2147,1,0,1,44,13808,1706,3084,1688,0,2,2,1,11.74493312357258,12.154178009755793
2148,1,1,0,134,312807,41861,16628,2518,0,4,23,0,12.323024513487187,11.319905133467545
2149,0,0,0,82,266035,64481,10142,8528,2,2,17,0,11.555462717488888,11.283127480052869
2150,1,1,2,123,142165,8183,4622,1116,3,2,11,1,14.500773747979341,12.496680508828552
2151,1,1,2,126,842,55,224,16,0,2,17,0,11.568268551554782,12.203286700527643
2152,1,1,4,39,842,55,224,16,0,2,7,1,12.441211452925916,12.27427699315449
2153,0,0,1,14,141,15,3,0,1,0,0,1,9.980146005263954,12.04740740073169
2154,0,0,0,32,115,13,155,0,0,1,3,1,11.30916756448401,12.094155820327098
2155,1,0,3,47,98,14,75,0,1,1,1,0,10.98760989000314,12.03452193456134
2156,0,0,0,76,1,4,0,0,0,1,17,0,13.503479913815537,12.286380367281225
2157,1,0,0,141,6337,1258,71,2,5,3,8,0,15.424962345225737,12.674219302951926
2158,0,1,0,138,2617,275,151,9,9,0,0,0,10.683054729201805,11.950981962895792
2159,0,0,0,172,106431,8160,1593,2706,14,0,0,0,10.851302064860361,12.006211178413114
2160,1,0,0,83,304622,34310,14209,14165,5,1,1,0,11.740851057954222,12.149354705486642
2161,0,0,0,45,23,5,2,0,2,1,7,0,12.356515586837986,12.089659192282896
2162,1,0,0,50,545,116,85,0,1,0,0,0,10.011463147924266,11.876472814961243
2163,1,0,1,42,20632,3535,467,1063,2,2,2,0,11.30670489202828,12.069732861474451
2164,1,1,4,65,4043,231,251,14,0,1,13,0,12.42412302405169,12.27499938396522
2165,0,0,2,295,3416,126,3,2,23,4,39,1,11.494958050196654,12.091561094963776
2166,0,0,3,90,2433,203,116,7,0,1,4,1,10.777227694209946,11.937478230213372
2167,0,0,5,53,312807,41861,16628,2518,8,1,6,0,12.033646376698533,12.13016870754564
2168,1,1,2,137,26,9,4,0,1,2,34,2,12.24871544807336,12.239169684901494
2169,1,0,1,39,197,69,16,4,2,0,0,0,11.399833108246527,12.071758772435889
2170,1,1,5,393,42543,6722,6046,915,14,1,1,0,10.835045933702379,12.028608688911696
2171,0,1,2,34,4062,240,142,52,1,0,0,0,12.306946102537996,12.273118672966238
2172,0,1,1,12,197,69,16,4,0,1,2,0,12.613974067946993,12.254071135817462
2173,1,0,0,152,2407,419,8,17,0,4,15,0,11.968545339754044,12.202443482828182
2174,1,0,1,179,4480,797,1465,146,0,1,4,2,10.819270676370786,11.909700229918293
2175,0,0,0,140,131,3,0,0,0,0,0,0,9.676722124010746,11.780796049391833
2176,1,0,0,227,2395,572,46,15,2,2,40,3,12.814850486575331,12.30140090470939
2177,0,0,0,39,192,11,8,1,0,0,0,0,10.224328591027085,11.89408011587816
2178,1,0,1,42,166,12,1,0,0,0,0,0,10.425503926892471,11.885844919900578
2179,1,0,0,31,184341,41961,3940,32065,0,0,0,1,11.361451002162752,12.180978193422833
2180,0,1,1,50,97,41,18,0,2,0,0,0,12.105665087086898,12.16781717635527
2181,1,0,1,199,2867,225,648,33,4,0,0,0,14.561312650275726,12.460552970854309
2182,1,0,0,14,741,72,152,10,2,0,0,0,12.075577883748156,12.30886972120508
2183,1,1,1,119,111735,5246,6882,268,1,2,23,0,14.276206877946102,12.361950737211588
2184,0,0,1,10,873,112,545,20,0,1,1,0,12.59790456390372,12.290254350403705
2185,1,0,0,52,546,28,94,2,2,1,6,1,14.367530126369573,12.48718206975774
2186,1,0,0,49,554,21,52,1,1,2,14,0,13.711405317381754,12.413046895479654
2187,0,0,1,46,383179,20227,18330,5892,3,1,12,0,13.22362492141704,12.175169195042717
2188,1,0,0,84,64,3,0,0,2,0,0,0,13.47797774374351,12.101340602404488
2189,1,0,1,110,97337,42441,5396,3799,2,1,31,1,11.695813060306254,12.013660838816493
2190,0,0,2,105,36747,3424,4777,18,10,0,0,0,11.24317871508762,12.083233440585497
2191,0,0,2,142,5982,523,87,106,1,0,0,4,10.617052849491467,12.004166086092994
2192,1,0,2,286,1563,117,388,20,2,0,0,0,10.864693156795923,12.016582830120951
2193,1,1,1,413,172516,13055,3363,73,5,4,37,0,15.196520428111368,12.52557347950574
2194,0,0,0,76,3720,178,24,0,2,2,11,0,11.531210702506494,12.023206877235008
2195,0,1,10,80,107,261,82,0,0,1,7,0,12.550019255005058,12.284586212446156
2196,1,1,0,124,586865,89361,7069,3864,1,2,28,0,12.856465036540316,12.241497078213126
2197,0,0,2,87,2867,225,648,33,2,1,11,1,12.160431636998164,12.16937279008849
2198,1,1,8,93,14514,1178,237,101,0,0,0,1,10.673368879089761,11.885602250885938
2199,1,0,0,18,1961,196,823,166,0,1,1,1,10.712131840678161,11.957738120298185
2200,1,0,0,80,182,61,11,0,1,1,12,0,12.50724681777286,12.235842617177777
2201,1,1,5,114,2424,251,26,9,0,3,3,0,11.445042938654987,12.144846031732778
2202,0,0,0,36,4062,240,142,52,5,0,0,0,11.552125134280333,12.191252057583252
2203,1,0,0,63,69521,3930,2044,5766,7,1,1,0,10.701106005843002,12.086379243217692
2204,0,1,0,66,6642,2148,5629,2277,0,1,6,0,11.78988386806309,12.215720293291463
2205,0,1,2,19,18188,1719,758,17,0,1,1,0,13.379314546312111,12.372756490049241
2206,1,1,0,91,116404,10590,1598,3075,2,2,5,1,11.912966517804431,12.267954382261292
2207,1,0,0,14,9217,1572,3358,92,0,2,2,0,12.06912359258849,12.112299733277323
2208,1,1,3,41,12608,2188,913,6,1,0,0,1,12.306184070636604,12.13454291071806
2209,1,1,0,176,7858,822,186,819,11,0,0,1,12.350707137248556,12.088044062970907
2210,1,0,0,20,1764,130,29,5,0,0,0,0,10.031328462561072,11.89576081788779
2211,1,1,3,24,13017,2249,2245,88,3,1,3,0,12.199292362189096,12.201866949844083
2212,1,0,0,66,4237,831,253,6,0,1,2,0,10.327347661920358,11.899682846624795
2213,1,0,0,21,3242,174,113,9,0,0,0,1,9.950422226383385,11.662776660769858
2214,1,0,0,28,152,27,6,0,0,0,0,0,11.247137016506503,12.109451407043922
2215,0,0,0,68,68812,18431,12541,1216,2,2,2,1,11.24582189311141,12.148779023015457
2216,1,1,2,81,8255,669,198,4,3,3,7,0,12.500585076242498,12.33991049236982
2217,1,0,0,68,184341,41961,3940,32065,1,0,0,1,13.010248152938647,12.359463060807538
2218,0,0,1,94,504,25,115,6,0,2,20,0,12.94609791310407,12.351360625428578
2219,0,0,1,61,67907,5948,1966,35,1,2,13,0,12.466678415566538,12.269249942774719
2220,1,0,0,81,15499,1214,2905,1040,0,2,24,0,14.18668993830991,12.466050630581753
2221,1,1,3,188,91473,13493,3793,3687,6,6,69,0,13.155664383504082,12.339320386253538
2222,1,1,2,67,866,73,67,8,7,1,1,0,11.361641687768298,12.111177351880384
2223,1,0,2,98,392,46,28,6,0,1,1,0,10.904418564258936,12.12159985758613
2224,1,1,2,13,41460,7359,2860,1867,1,1,4,0,13.828259026538367,12.478159765932888
2225,0,0,0,59,1674,378,184,34,5,0,0,0,11.769776481411563,12.142672756446657
2226,1,0,0,27,3129,486,122,1,0,0,0,0,12.096614654358953,12.184435170446642
2227,1,1,4,130,663,48,77,1,1,2,48,0,11.190501749361912,11.884761534619276
2228,1,1,1,83,144036,21385,8283,6276,3,1,1,3,10.982102888758707,11.987125952083208
2229,1,0,0,129,1065,61,92,3,0,1,13,1,11.113007067245213,12.036070475109158
2230,1,1,0,112,91473,13493,3793,3687,10,3,13,0,12.740547234534937,12.122620052926525
2231,1,1,0,107,3512,215,49,44,0,0,0,1,11.099221386747004,11.957778120383688
2232,1,1,8,186,304622,34310,14209,14165,9,2,13,0,11.45038609242951,12.047270979880045
2233,1,0,4,14,3981,457,1105,97,0,0,0,1,11.080981747044602,12.11322394672331
2234,1,1,3,566,4062,240,142,52,4,0,0,0,14.561216100722207,11.904997616968476
2235,1,1,0,85,1467,253,1176,610,7,0,0,2,11.272936710739286,12.07858063133585
2236,0,1,0,14,1,2,0,0,0,1,1,0,10.544560677236179,11.892254749216416
2237,1,1,1,101,16726,670,1438,171,6,1,9,1,11.70083256487756,12.051801638064564
2238,1,0,0,85,73982,14868,12512,5089,3,1,2,0,10.87632998677285,12.031058436479096
2239,0,0,0,127,92651,10760,4411,1247,0,1,33,0,15.984922764259691,12.401374518090536
2240,1,0,0,66,4062,240,142,52,1,0,0,0,14.633298543867744,12.34911921700373
2241,0,0,0,110,124,31,14,0,0,1,36,0,17.082789188201193,12.504338088143601
2242,1,0,0,206,5006,918,15,0,8,4,25,0,12.179111023256183,12.282814980703158
2243,1,0,1,93,8255,669,198,4,8,1,3,1,11.631628103555935,12.18101450725688
2244,0,0,0,11,263,29,22,1,0,1,2,0,13.614123404891647,12.455157932147504
2245,0,0,0,57,4243,318,80,34,2,1,12,0,12.643162374674962,12.17098958423139
2246,1,0,0,24,670,45,1004,10,0,1,17,0,15.718046465230996,12.675553522168308
2247,1,0,0,64,92651,10760,4411,1247,3,1,1,0,10.569276000789374,12.08174367065786
2248,0,1,0,88,8935,1619,225,249,2,2,29,2,12.757622488478875,12.393394594431726
2249,1,1,1,41,22879,6488,717,1198,1,2,13,1,13.5998066725231,12.403171466639234
2250,1,0,1,19,2587,625,1399,7,3,0,0,0,11.450578332342412,12.145129695244755
2251,1,1,0,12,1146,188,865,224,2,0,0,1,10.679830279352094,11.921861792110557
2252,1,0,0,60,91473,13493,3793,3687,3,2,6,1,11.436575048804043,12.134728420781792
2253,0,1,0,43,237,37,3,0,1,0,0,0,11.405838420357298,12.183839494343923
2254,1,0,0,42,2749,410,2,2,0,1,1,1,11.23404270841583,12.119174487288797
2255,0,0,0,159,11926,2673,1661,4067,3,1,1,5,11.848088961218131,12.093564657581597
2256,1,0,0,41,6485,444,1577,31,0,1,2,0,11.794166413848949,12.080613373322029
2257,1,0,1,163,1957,71,187,3,6,1,9,4,10.988222366386879,11.982594172795027
2258,1,0,0,40,615041,126104,23439,1483,0,1,7,0,12.93307557336264,12.346185129078014
2259,0,0,0,5,1663,142,29,5,0,1,2,0,12.283897478946546,12.253306418633121
2260,1,0,3,18,104,32,19,0,0,0,0,1,10.915208405728293,12.00428978481982
2261,0,0,0,60,1062,104,22,5,0,1,1,0,10.711784764093627,12.090818118388748
2262,1,1,5,257,958,111,47,5,0,4,39,0,15.185601618981835,12.537125252153915
2263,0,0,1,72,1853,178,446,7,0,1,14,0,11.406638285920323,12.054190134199194
2264,1,0,1,53,829,220,174,3,0,1,13,0,13.866706993964726,12.391251305897239
2265,0,0,0,31,1072,115,294,4,1,0,0,1,10.82470406283179,12.048042599572595
2266,1,0,0,87,18009,1348,875,52,7,1,5,0,11.376470262863469,12.087940531521538
2267,0,0,0,86,2905,379,59,19,0,1,21,0,12.5324347901606,12.128506669726493
2268,1,1,1,310,4469,370,862,47,21,3,33,0,12.19915418844469,12.077300699660555
2269,1,1,3,143,1429,295,78,36,0,4,25,0,11.69704924927785,12.145331290146645
2270,0,1,4,76,41,1,0,0,0,2,19,0,12.725614842221386,12.14156482773652
2271,1,0,0,132,4752,596,4052,69,2,0,0,1,10.978690147353165,12.076397233000526
2272,1,0,1,34,615041,126104,23439,1483,2,1,9,2,12.720477130533908,12.193896580642473
2273,1,1,6,37,829,220,174,3,0,1,4,0,11.347741557972135,12.14560606073823
2274,0,0,3,20,21521,2060,545,223,0,1,5,0,13.153255768006975,12.053765642043937
2275,0,0,0,4,1591,186,336,30,0,1,1,0,13.821300941155426,12.1467552778285
2276,1,0,0,24,33900,4197,639,3108,0,1,5,0,13.239172526804442,12.15676723509497
2277,0,1,1,29,1429,295,78,36,0,1,5,0,11.910552737480042,12.139692760108412
2278,1,0,1,79,19562,2355,763,8,2,0,0,0,10.337770568642057,11.916153396733032
2279,0,0,2,82,906,132,34,59,0,1,10,0,15.225673752963637,12.424150074941474
2280,1,0,0,145,318,21,2,2,0,1,36,0,14.024693511912131,12.390419532031265
2281,1,1,0,109,615041,126104,23439,1483,6,2,24,4,13.162745742456195,12.147386509859519
2282,1,0,0,80,615041,126104,23439,1483,2,1,20,0,15.193178239677149,12.41129396104942
2283,0,0,0,67,41460,7359,2860,1867,0,2,16,0,15.28632814844629,12.38470354678688
2284,1,1,3,89,5143,1112,1662,474,0,1,17,0,10.673425698996322,11.959178438658197
2285,0,1,6,81,115569,21633,5939,4777,3,3,15,0,11.186940566012602,11.916848377597685
